hero1,hero2
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
WASP/JANET VAN DYNE ,CAPTAIN MARVEL/CAPTA
WASP/JANET VAN DYNE ,HAWK
WASP/JANET VAN DYNE ,BLACK PANTHER/T'CHAL
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE ,ODIN [ASGARDIAN]
ODIN [ASGARDIAN],SCARLET WITCH/WANDA 
ODIN [ASGARDIAN],CAPTAIN MARVEL/CAPTA
ODIN [ASGARDIAN],HAWK
ODIN [ASGARDIAN],BLACK PANTHER/T'CHAL
ODIN [ASGARDIAN],ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,CAPTAIN MARVEL/CAPTA
ANT-MAN/DR. HENRY J.,HAWK
ANT-MAN/DR. HENRY J.,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,SCARLET WITCH/WANDA 
BLACK PANTHER/T'CHAL,CAPTAIN MARVEL/CAPTA
BLACK PANTHER/T'CHAL,HAWK
HAWK,SCARLET WITCH/WANDA 
HAWK,CAPTAIN MARVEL/CAPTA
CAPTAIN MARVEL/CAPTA,SCARLET WITCH/WANDA 
WASP/JANET VAN DYNE ,BLACK PANTHER/T'CHAL
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE ,CAPTAIN MARVEL/CAPTA
WASP/JANET VAN DYNE ,VISION 
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
WASP/JANET VAN DYNE ,BLACK WIDOW/NATASHA 
WASP/JANET VAN DYNE ,HAWK
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,BLACK PANTHER/T'CHAL
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,CAPTAIN MARVEL/CAPTA
SCARLET WITCH/WANDA ,VISION 
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,BLACK WIDOW/NATASHA 
SCARLET WITCH/WANDA ,HAWK
HAWK,BLACK PANTHER/T'CHAL
HAWK,ANT-MAN/DR. HENRY J.
HAWK,CAPTAIN MARVEL/CAPTA
HAWK,VISION 
HAWK,CAPTAIN AMERICA
HAWK,THOR/DR. DONALD BLAK
HAWK,IRON MAN/TONY STARK 
HAWK,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,BLACK PANTHER/T'CHAL
BLACK WIDOW/NATASHA ,ANT-MAN/DR. HENRY J.
BLACK WIDOW/NATASHA ,CAPTAIN MARVEL/CAPTA
BLACK WIDOW/NATASHA ,VISION 
BLACK WIDOW/NATASHA ,CAPTAIN AMERICA
BLACK WIDOW/NATASHA ,THOR/DR. DONALD BLAK
BLACK WIDOW/NATASHA ,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,BLACK PANTHER/T'CHAL
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,CAPTAIN MARVEL/CAPTA
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,BLACK PANTHER/T'CHAL
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.
THOR/DR. DONALD BLAK,CAPTAIN MARVEL/CAPTA
THOR/DR. DONALD BLAK,VISION 
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,CAPTAIN MARVEL/CAPTA
CAPTAIN AMERICA,VISION 
VISION ,BLACK PANTHER/T'CHAL
VISION ,ANT-MAN/DR. HENRY J.
VISION ,CAPTAIN MARVEL/CAPTA
CAPTAIN MARVEL/CAPTA,BLACK PANTHER/T'CHAL
CAPTAIN MARVEL/CAPTA,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,BLACK PANTHER/T'CHAL
IRON MAN/TONY STARK ,BLACK PANTHER/T'CHAL
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,CAPTAIN MARVEL/CAPTA
IRON MAN/TONY STARK ,HAWK
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,BLACK WIDOW/NATASHA 
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,BLACK PANTHER/T'CHAL
ANT-MAN/DR. HENRY J.,VISION 
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,CAPTAIN MARVEL/CAPTA
ANT-MAN/DR. HENRY J.,HAWK
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,BLACK WIDOW/NATASHA 
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,BLACK PANTHER/T'CHAL
WASP/JANET VAN DYNE ,VISION 
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,CAPTAIN MARVEL/CAPTA
WASP/JANET VAN DYNE ,HAWK
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
WASP/JANET VAN DYNE ,BLACK WIDOW/NATASHA 
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL
CAPTAIN AMERICA,VISION 
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,CAPTAIN MARVEL/CAPTA
CAPTAIN AMERICA,HAWK
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
CAPTAIN AMERICA,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,BLACK PANTHER/T'CHAL
BLACK WIDOW/NATASHA ,VISION 
BLACK WIDOW/NATASHA ,THOR/DR. DONALD BLAK
BLACK WIDOW/NATASHA ,CAPTAIN MARVEL/CAPTA
BLACK WIDOW/NATASHA ,HAWK
BLACK WIDOW/NATASHA ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,BLACK PANTHER/T'CHAL
SCARLET WITCH/WANDA ,VISION 
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,CAPTAIN MARVEL/CAPTA
SCARLET WITCH/WANDA ,HAWK
HAWK,BLACK PANTHER/T'CHAL
HAWK,VISION 
HAWK,THOR/DR. DONALD BLAK
HAWK,CAPTAIN MARVEL/CAPTA
CAPTAIN MARVEL/CAPTA,BLACK PANTHER/T'CHAL
CAPTAIN MARVEL/CAPTA,VISION 
CAPTAIN MARVEL/CAPTA,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,BLACK PANTHER/T'CHAL
THOR/DR. DONALD BLAK,VISION 
VISION ,BLACK PANTHER/T'CHAL
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,BLACK PANTHER/T'CHAL
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,HAWK
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,CAPTAIN MARVEL/CAPTA
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,BLACK WIDOW/NATASHA 
ANT-MAN/DR. HENRY J.,VISION 
VISION ,IRON MAN/TONY STARK 
VISION ,BLACK PANTHER/T'CHAL
VISION ,SCARLET WITCH/WANDA 
VISION ,HAWK
VISION ,WASP/JANET VAN DYNE 
VISION ,CAPTAIN MARVEL/CAPTA
VISION ,THOR/DR. DONALD BLAK
VISION ,CAPTAIN AMERICA
VISION ,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,IRON MAN/TONY STARK 
BLACK WIDOW/NATASHA ,BLACK PANTHER/T'CHAL
BLACK WIDOW/NATASHA ,SCARLET WITCH/WANDA 
BLACK WIDOW/NATASHA ,HAWK
BLACK WIDOW/NATASHA ,WASP/JANET VAN DYNE 
BLACK WIDOW/NATASHA ,CAPTAIN MARVEL/CAPTA
BLACK WIDOW/NATASHA ,THOR/DR. DONALD BLAK
BLACK WIDOW/NATASHA ,CAPTAIN AMERICA
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
CAPTAIN AMERICA,HAWK
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,CAPTAIN MARVEL/CAPTA
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,BLACK PANTHER/T'CHAL
THOR/DR. DONALD BLAK,SCARLET WITCH/WANDA 
THOR/DR. DONALD BLAK,HAWK
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,CAPTAIN MARVEL/CAPTA
CAPTAIN MARVEL/CAPTA,IRON MAN/TONY STARK 
CAPTAIN MARVEL/CAPTA,BLACK PANTHER/T'CHAL
CAPTAIN MARVEL/CAPTA,SCARLET WITCH/WANDA 
CAPTAIN MARVEL/CAPTA,HAWK
CAPTAIN MARVEL/CAPTA,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
WASP/JANET VAN DYNE ,BLACK PANTHER/T'CHAL
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
WASP/JANET VAN DYNE ,HAWK
HAWK,IRON MAN/TONY STARK 
HAWK,BLACK PANTHER/T'CHAL
HAWK,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,IRON MAN/TONY STARK 
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,CAPTAIN MARVEL/CAPTA
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,VISION 
CAPTAIN AMERICA,HEIMDALL [ASGARDIAN]
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,HAWK
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL
CAPTAIN AMERICA,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,THOR/DR. DONALD BLAK
BLACK WIDOW/NATASHA ,CAPTAIN MARVEL/CAPTA
BLACK WIDOW/NATASHA ,WASP/JANET VAN DYNE 
BLACK WIDOW/NATASHA ,VISION 
BLACK WIDOW/NATASHA ,HEIMDALL [ASGARDIAN]
BLACK WIDOW/NATASHA ,SCARLET WITCH/WANDA 
BLACK WIDOW/NATASHA ,IRON MAN/TONY STARK 
BLACK WIDOW/NATASHA ,ANT-MAN/DR. HENRY J.
BLACK WIDOW/NATASHA ,HAWK
BLACK WIDOW/NATASHA ,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,THOR/DR. DONALD BLAK
BLACK PANTHER/T'CHAL,CAPTAIN MARVEL/CAPTA
BLACK PANTHER/T'CHAL,WASP/JANET VAN DYNE 
BLACK PANTHER/T'CHAL,VISION 
BLACK PANTHER/T'CHAL,HEIMDALL [ASGARDIAN]
BLACK PANTHER/T'CHAL,SCARLET WITCH/WANDA 
BLACK PANTHER/T'CHAL,IRON MAN/TONY STARK 
BLACK PANTHER/T'CHAL,ANT-MAN/DR. HENRY J.
BLACK PANTHER/T'CHAL,HAWK
HAWK,THOR/DR. DONALD BLAK
HAWK,CAPTAIN MARVEL/CAPTA
HAWK,WASP/JANET VAN DYNE 
HAWK,VISION 
HAWK,HEIMDALL [ASGARDIAN]
HAWK,SCARLET WITCH/WANDA 
HAWK,IRON MAN/TONY STARK 
HAWK,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,CAPTAIN MARVEL/CAPTA
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,VISION 
ANT-MAN/DR. HENRY J.,HEIMDALL [ASGARDIAN]
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,CAPTAIN MARVEL/CAPTA
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,HEIMDALL [ASGARDIAN]
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,CAPTAIN MARVEL/CAPTA
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
SCARLET WITCH/WANDA ,VISION 
SCARLET WITCH/WANDA ,HEIMDALL [ASGARDIAN]
HEIMDALL [ASGARDIAN],THOR/DR. DONALD BLAK
HEIMDALL [ASGARDIAN],CAPTAIN MARVEL/CAPTA
HEIMDALL [ASGARDIAN],WASP/JANET VAN DYNE 
HEIMDALL [ASGARDIAN],VISION 
VISION ,THOR/DR. DONALD BLAK
VISION ,CAPTAIN MARVEL/CAPTA
VISION ,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,CAPTAIN MARVEL/CAPTA
CAPTAIN MARVEL/CAPTA,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,"FURY, COL. NICHOLAS "
SCARLET WITCH/WANDA ,VISION 
SCARLET WITCH/WANDA ,HAWK
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,"FURY, COL. NICHOLAS "
THOR/DR. DONALD BLAK,VISION 
THOR/DR. DONALD BLAK,HAWK
HAWK,"FURY, COL. NICHOLAS "
HAWK,VISION 
VISION ,"FURY, COL. NICHOLAS "
"FURY, COL. NICHOLAS ",IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
THOR/DR. DONALD BLAK,HEIMDALL [ASGARDIAN]
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
ODIN [ASGARDIAN],HEIMDALL [ASGARDIAN]
HEIMDALL [ASGARDIAN],ODIN [ASGARDIAN]
HEIMDALL [ASGARDIAN],THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
THOR/DR. DONALD BLAK,HEIMDALL [ASGARDIAN]
HEIMDALL [ASGARDIAN],ODIN [ASGARDIAN]
HEIMDALL [ASGARDIAN],THOR/DR. DONALD BLAK
HEIMDALL [ASGARDIAN],ODIN [ASGARDIAN]
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
ODIN [ASGARDIAN],HEIMDALL [ASGARDIAN]
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,HEIMDALL [ASGARDIAN]
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
"STANE, OBADIAH",IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,"STANE, OBADIAH"
ANCIENT ONE,WONG
ANCIENT ONE,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,WONG
ANCIENT ONE,DR. STRANGE/STEPHEN 
ANCIENT ONE,WONG
WONG,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,WONG
"STANE, OBADIAH",IRON MAN/TONY STARK 
DR. STRANGE/STEPHEN ,WONG
ANCIENT ONE,WONG
ANCIENT ONE,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,WONG
IRON MAN/TONY STARK ,WONG
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,WONG
DR. STRANGE/STEPHEN ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,WONG
IRON MAN/TONY STARK ,THANOS
HAWK,SCARLET WITCH/WANDA 
HAWK,ANT-MAN/DR. HENRY J.
HAWK,WASP/JANET VAN DYNE 
HAWK,IRON MAN/TONY STARK 
HAWK,CAPTAIN AMERICA
HAWK,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,SCARLET WITCH/WANDA 
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,HAWK
HAWK,SCARLET WITCH/WANDA 
HAWK,IRON MAN/TONY STARK 
HAWK,THOR/DR. DONALD BLAK
HAWK,CAPTAIN AMERICA
HAWK,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,SCARLET WITCH/WANDA 
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,HULK III/BRUCE BANNE
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,VISION 
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
SCARLET WITCH/WANDA ,HAWK
HAWK,IRON MAN/TONY STARK 
HAWK,ANT-MAN/DR. HENRY J.
HAWK,HULK III/BRUCE BANNE
HAWK,CAPTAIN AMERICA
HAWK,VISION 
HAWK,THOR/DR. DONALD BLAK
HAWK,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE ,HULK III/BRUCE BANNE
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
WASP/JANET VAN DYNE ,VISION 
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.
THOR/DR. DONALD BLAK,HULK III/BRUCE BANNE
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,VISION 
VISION ,IRON MAN/TONY STARK 
VISION ,ANT-MAN/DR. HENRY J.
VISION ,HULK III/BRUCE BANNE
VISION ,CAPTAIN AMERICA
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,HULK III/BRUCE BANNE
HULK III/BRUCE BANNE,IRON MAN/TONY STARK 
HULK III/BRUCE BANNE,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
"STANE, OBADIAH","FURY, COL. NICHOLAS "
"STANE, OBADIAH",CAPTAIN AMERICA
CAPTAIN AMERICA,"FURY, COL. NICHOLAS "
SCARLET WITCH/WANDA ,RED SKULL/JOHANN SCH
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
SCARLET WITCH/WANDA ,HAWK
SCARLET WITCH/WANDA ,FALCON/SAM WILSON
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,VISION 
VISION ,RED SKULL/JOHANN SCH
VISION ,WASP/JANET VAN DYNE 
VISION ,HAWK
VISION ,FALCON/SAM WILSON
VISION ,ANT-MAN/DR. HENRY J.
VISION ,CAPTAIN AMERICA
CAPTAIN AMERICA,RED SKULL/JOHANN SCH
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,HAWK
CAPTAIN AMERICA,FALCON/SAM WILSON
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,RED SKULL/JOHANN SCH
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,HAWK
ANT-MAN/DR. HENRY J.,FALCON/SAM WILSON
FALCON/SAM WILSON,RED SKULL/JOHANN SCH
FALCON/SAM WILSON,WASP/JANET VAN DYNE 
FALCON/SAM WILSON,HAWK
HAWK,RED SKULL/JOHANN SCH
HAWK,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,RED SKULL/JOHANN SCH
CAPTAIN AMERICA,RED SKULL/JOHANN SCH
CAPTAIN AMERICA,FALCON/SAM WILSON
FALCON/SAM WILSON,RED SKULL/JOHANN SCH
"STANE, OBADIAH",CAPTAIN AMERICA
CAPTAIN AMERICA,"FURY, COL. NICHOLAS "
CAPTAIN AMERICA,FALCON/SAM WILSON
FALCON/SAM WILSON,"FURY, COL. NICHOLAS "
CAPTAIN AMERICA,HAWK
ODIN [ASGARDIAN],HEIMDALL [ASGARDIAN]
DR. STRANGE/STEPHEN ,ANCIENT ONE
DR. STRANGE/STEPHEN ,"BANNER, BETTY ROSS T"
"BANNER, BETTY ROSS T",WONG
"BANNER, BETTY ROSS T",DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,WONG
WONG,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,WONG
WONG,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,WONG
WONG,DR. STRANGE/STEPHEN 
WONG,DR. STRANGE/STEPHEN 
SCARLET WITCH/WANDA ,THANOS
SCARLET WITCH/WANDA ,DRAX/ARTHUR DOUGLAS
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,GAMORA
SCARLET WITCH/WANDA ,VISION 
VISION ,THANOS
VISION ,DRAX/ARTHUR DOUGLAS
VISION ,CAPTAIN AMERICA
VISION ,GAMORA
GAMORA,THANOS
GAMORA,DRAX/ARTHUR DOUGLAS
GAMORA,CAPTAIN AMERICA
CAPTAIN AMERICA,THANOS
CAPTAIN AMERICA,DRAX/ARTHUR DOUGLAS
DRAX/ARTHUR DOUGLAS,THANOS
DRAX/ARTHUR DOUGLAS,GAMORA
THANOS,DRAX/ARTHUR DOUGLAS
THANOS,GAMORA
GAMORA,DRAX/ARTHUR DOUGLAS
DRAX/ARTHUR DOUGLAS,GAMORA
GAMORA,DRAX/ARTHUR DOUGLAS
VULTURE/ADRIAN TOOME,SPIDER-MAN/PETER PAR
BUCKY/BUCKY BARNES,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,WHIPLASH/MARK SCARLO
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,ANT-MAN II/SCOTT HAR
IRON MAN/TONY STARK ,SPIDER-MAN/PETER PAR
SCARLET WITCH/WANDA ,HAWK
BLACK WIDOW/NATASHA ,HAWK
BLACK WIDOW/NATASHA ,IRON MAN/TONY STARK 
BLACK WIDOW/NATASHA ,CAPTAIN AMERICA
BLACK WIDOW/NATASHA ,VISION 
BLACK WIDOW/NATASHA ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,HAWK
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,VISION 
VISION ,HAWK
VISION ,IRON MAN/TONY STARK 
VISION ,CAPTAIN AMERICA
CAPTAIN AMERICA,HAWK
CAPTAIN AMERICA,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,HAWK
WONG,DR. STRANGE/STEPHEN 
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
THOR/DR. DONALD BLAK,HEIMDALL [ASGARDIAN]
THOR/DR. DONALD BLAK,HELA [ASGARDIAN]
HELA [ASGARDIAN],CAPTAIN AMERICA
HELA [ASGARDIAN],ODIN [ASGARDIAN]
HELA [ASGARDIAN],HEIMDALL [ASGARDIAN]
HEIMDALL [ASGARDIAN],CAPTAIN AMERICA
